rank	count	BODY
1262=	1	Streams, (riverine).
1262=	1	Streams, ?rivers.
1262=	1	Streams, boggy seepages and swamps, including summer-dry swamps.
1262=	1	Streams, boggy seepages, possibly sphagnum bogs.
1262=	1	Streams, boggy seepages, sphagnum bogs.
1262=	1	Streams, boggy seepages, summer-dry swamps.
1262=	1	Streams, boggy seepages, swamps.
1262=	1	Streams, boggy seepages,.
1262=	1	Streams, boggy seepages.
1262=	1	Streams, marshes.
1262=	1	Streams, not necessarily rainforest.
1262=	1	Streams, riverine, including those that dry to pools.
1262=	1	Streams, rivers and riverine lagoons.
1262=	1	Streams, rivers and riverine pools.
1262=	1	Streams, rivers, rocky regions away from them along Arnhem Land escarpment.
1262=	1	Streams, rivers.
1262=	1	Streams, usually in rainforest, larva unknown.
1262=	1	Streams, usually in rainforest.
1262=	1	Streams, usually in rainforest; adult oviposits in moss.
1262=	1	Subalpine.
1262=	1	Subject to tidal influence and bored in coral limestone, and in waterholes.
1262=	1	Submacropterous form known, larvae unknown, taken between 100 and 600 m, collected in malaise trap.
1262=	1	Subsocial and maternal behaviour, nesting behaviour, feed on insect larvae and insects and crustaceans, cannibalism, possible natural enemy of arthropod pests of agricultural crops.
1262=	1	Subsocial, among dead leaves or on and between boulders.
1262=	1	Subsocial, amongst creeping stems of <I>Mesembryanthemum aequilaterale </I>Willd. [Aizoaceae], eggs parasitised by <I>Embidobia australica</I> Dodd [Hymenoptera: Scelionidae].
1262=	1	Subsocial, amongst dead <I>Eucalyptus </I>leaves, nests occupied by scelionids, <I>Embidobia australica </I>Dodd and <I>E. metoligotomae </I>Dodd.
1262=	1	Subsocial, amongst dead leaves of <I>Leptospermum </I>sp. [Myrtaceae].
1262=	1	Subsocial, amongst moss and dead leaves.
1262=	1	Subsocial, forming galleries amongst dead vegetation, particularly stems of <I>Tetragonia expansa </I>Murray [Aizoaceae], eggs parasitised by <I>Embidobia metoligotomae</I> Dodd [Hymenoptera: Scelionidae].
1262=	1	Subsocial, galleries in rough bark of <I>Allocasuarina torulosa </I>(Aiton) [Casurinaceae] and <I>Eucalyptus </I>spp., associated with lichen <I>Cladonia </I>on rocks, inhabiting lichens of ledges, bark flakes, and old fence posts, nests occupied by parasite, <I>Embidobia longipennis </I>Dodd [Hymenoptera: Scelionidae].
1262=	1	Subsocial, in a nest of web under <I>Eucalyptus </I>bark.
1262=	1	Subsocial, in galleries under stones, among roots of grasses and ferns.
1262=	1	Subsocial, in galleries under stones, in galleries in rough bark, at light, in crevices of old board fences in residential areas, possible lichen feeder.
1262=	1	Subsocial, in leaf litter.
1262=	1	Subsocial, in tropical savannah woodland, in leaf litter.
1262=	1	Subsocial, in webs amongst fallen leaves and bark against the bases of white gums.
1262=	1	Subsocial, larva parasitised by <I>Sclerobigga embiopterae </I>Dodd [Hymenoptera: Bethylidae], nests occupied by <I>Embidobia longipennis </I>Dodd [Hymenoptera: Scelionidae].
1262=	1	Subsocial, nests occupied by <I>Embidobia metoligotomae</I> Dodd [Hymenoptera: Scelionidae].
1262=	1	Subsocial, swarming after rain.
1262=	1	Substrate hard mud, probably in burrows, depth 238 to 702 m, most common 350 to 450 m.
1262=	1	Substrate of sand, weed and rock, depth about 18 m.
1262=	1	Substrate unknown, appears to be a solitary species
1262=	1	Substrate with gravel and stones.
1262=	1	Substrate, rocks.
1262=	1	Substrate: coral, shell, attached to other shell or substrate (Lamprell & Healy 1998).
1262=	1	Substrate: mud, sand.
1262=	1	Substrate: rocks.
1262=	1	Substrate: sand bottom, covered in red sponge attached to low-profile limestone reefs, on a sandy bottom, among sponges and gorgonian corals.
1262=	1	Substrate: sand, coral, rocks.
1262=	1	Substrate: sand, mud.
1262=	1	Substrate: shell-debris.
1262=	1	Substrate: sponges.
1262=	1	Substrate:sand, mud, attached to shell debris <LAMPRELL1998A>.
1262=	1	Substrate:sand.
1262=	1	Substrates of fine sand, depth 37 to 400 m.
1262=	1	Substrates of gravel and stones, depth 21–85 m.
1262=	1	Substrates of rubble, muddy sand or broken shells, 30–182 m depth.
1262=	1	Substrates of sand to gray clay or mud, coral and shell, depth to 120 m.
1262=	1	Substrates of sand, gravel, shells and rubble.
1262=	1	Substrates ranging from sand to mud or rock and broken shell, depth 30–260 m.
1262=	1	Subtidal (Red Sea), 'Laminarian Zone', on stones and seaweed (Australian records).
1262=	1	Subtidal and deeper waters, 6–130 m depth.
1262=	1	Subtidal from 10 metres; C.S. from 60 metres.
1262=	1	Subtidal to 17 m depth; sandy mud substrates, seagrass.
1262=	1	Subtidal to 30m (Japan); fine sand (Japan).
1262=	1	Subtidal waters to 13.5 m.
1262=	1	Subtidal waters, under stones and rocks (TAS).
1262=	1	Subtidal waters.
1262=	1	Subtidal waters–20 m.
1262=	1	Subtidal, sheltered and estuarine (euryhaline) environments.
1262=	1	Subtidal–20 m, coral reef habitats, including lagoon and reef slope.
1262=	1	Subtidal–385 m.
1262=	1	Subtidal–40 m.
1262=	1	Subtidal–45 m.
1262=	1	Subtidal–630 m.
1262=	1	Subtropical.
1262=	1	Suburban cultivated crops.
1262=	1	Suburban gardens, under debris.
1262=	1	Suburban ponds and irrigation channels.
1262=	1	Sugar cane field.
1262=	1	Sugar cane fields.
1262=	1	Summits of high mountains.
1262=	1	Supralittoral, mangrove roots from mangroves behind beach or under the leaf litter from around crab holes at back of beach.
1262=	1	Supralittoral, sandy beach.
1262=	1	Supralittoral.
1262=	1	Surf zones off sandy beaches.
1262=	1	Surface to 100 m depth.
1262=	1	Surface to 100 m.
1262=	1	Surface to 1000 m depth.
1262=	1	Surface to 150 m.
1262=	1	Surface to 170 m.
1262=	1	Surface to 3600 m.
1262=	1	Surface to 500 m.
1262=	1	Surface to 75 m depth.
1262=	1	Surface waters of warmer oceanic regions, down to 1300 m in Mediterranean Sea.
1262=	1	Surge zones along sandy beaches.
1262=	1	Suspected foodplant: <I>Chrysopogon fallax</I> (Poaceae).
1262=	1	Suspected larval foodplant: <I>Chrysopogon setifolius</I> (Poaceae).
1262=	1	Suspected larval foodplant: <I>Lepidosperma</I> spp. (Cyperaceae).
1262=	1	Suspected larval foodplants: <I>Ecdeiocolea monostachya</I> (Edeiocoleaceae) and <I>Spartochloa scirpoidea</I> (Poaceae).
1262=	1	Suspension feeder, 31–108 m.
1262=	1	Suspension feeder, living on a feather star, 50 m depth.
1262=	1	Suspension feeder.
1262=	1	Swampy areas with sedges, as the swamp dries out the burrows are sealed with a mud chimney.
1262=	1	Swampy buttongrass plains, larva unknown.
1262=	1	Swampy, muddy stream in scrub land.
1262=	1	Swan River estuary in brackish water.
1262=	1	Sweeping shrubs.
1262=	1	Sweeping strand vegetation.
1262=	1	Swift stony streams at low altitudes.
1262=	1	Swift streams, rivers.
1262=	1	Swift streams, wide tolerance of variations in pH.
1262=	1	Swift, cold, stony rivers and streams.
1262=	1	Swift, stony steams.
1262=	1	Swift, stony streams in forested areas.
1262=	1	Sylvan; larva is eucephalic, peripneustic.
1262=	1	Symbiont of <I>Acropora</I> coral species.
1262=	1	Symbiont of alcyonaceans, antipatharians, and gorgonians, from 5–220 m depth.
1262=	1	Symbiont of antipatharians, 40–135 m depth.
1262=	1	Symbiont of reef coral, recorded from <I>Acropora</I> and <I>Pocillopora</I> spp.
1262=	1	Symbiotic in branching coral (particularly Pocilloporidae).
1262=	1	Symbiotic on living coral of genus <I>Galaxea</I>.
1262=	1	Symbiotic with <I>Acropora </I>corals.
1262=	1	Symbiotic with <I>Acropora</I> coral.
1262=	1	Symbiotic with branching coral (particularly <I>Pocillopora</I>, <I>Seriatopora</I> and <I>Stylophora</I> species).
1262=	1	Symbiotic with branching coral (particularly Pocilloporidae).
1262=	1	Symbiotic with branching corals (<I>Pocillopora</I>, <I>Acropora</I> species).
1262=	1	Symbiotic with branching corals (mostly Pocilloporidae).
1262=	1	Symbiotic with crinoids (<I>Comanthus timorensis</I>, <I>Comatula purpurea</I>, and probably other species).
1262=	1	Synanthropic, associated with date palms in North America.
1262=	1	Synanthropic, common in semi-arid regions, associated with date palms in North America.
1262=	1	Synanthropic, incidental "biting" reports on humans, feeds on <I>Cimex lectularius </I>L., silverfish, flies, psocids and harvestmen.
1262=	1	Synanthropic, introduced*.
1262=	1	Taken at 400 to 600 m, collected in long grass, larvae and females unknown.
1262=	1	Taken at 500 m, collected in sieved litter, berlesate samples and rainforest stick brushings.
1262=	1	Taken at 550 m.
1262=	1	Taken at 600 m, larvae and females unknown.
1262=	1	Taken at light.
1262=	1	Taken between 10 and 800 m, submacropterous female form known, larvae unknown.
1262=	1	Taken between 720 and 1080 m, larvae and females unknown.
1262=	1	Taken from coral heads, intertidal pools, amid detritus on shallow reef flats.
1262=	1	Taken from corals, depths to 44 m.
1262=	1	Taken from heads of dead coral.
1262=	1	Taken from rolled leaf galls on five unrelated plants in the Northern Territory: <I>Alyxia spicata</I> (Apocynaceae), <I>Antidesma ghesembilla</I> (Euphorbiaceae) and <I>Smilax australis</I> (Smilacaceae) at Darwin, <I>Timonius timor</I> (Rubiaceae) at Kakadu, and <I>Choriceras tricorne</I> (Euphorbiaceae) on the Cobourg Peninsula.
1262=	1	Taken from thrips galls on <I>Alyxia spicata</I> (Apocynaceae), <I>Citriobatus pauciflorus</I> (Pittosporaceae), <I>Ficus macrophylla</I> (Moraceae), <I>Smilax australis</I> (Smilacaceae) and <I>Tetrastigma nitens</I> (Vitaceae).
1262=	1	Taken from under beehives, feeding on dead larvae of <I>Teia anartoides </I>[Lepidoptera: Lymantriidae] (as <I>Orgyia anartoides</I>).
1262=	1	Taken in <I>Melaleuca </I>leaf litter.
1262=	1	Taken in central cavity of a dead tree also inhabited by termites, pseudoscorpions and enicocephalid bugs, possible inquiline.
1262=	1	Taken in fallen leaves, larvae and males unknown.
1262=	1	Taken in malaise trap, possible inquiline.
1262=	1	Taken in moss on ground.
1262=	1	Taken in moss, <I>Poa gunnii </I>Vickery [Poaceae], sedge and rush tufts, taken in <I>Nothofagus </I>Blume [Fagaceae] forests, taken in wet subalpine heath (composed of <I>Agrostis </I>L. [Poaceae], <I>Astelia alpina </I>R.Br. [Liliaceae], <I>Cyathodes </I>Labill. [Epacridaceae], <I>Gleichenia </I>Smith [Gleicheniaceae], <I>Restio </I>Rottb. [Restionaceae], <I>Richea </I>R. Br. [Epacridaceae], <I>and Sprengelia </I>Smith [Epacridaceae], taken between 50 to 1000 m, collected year round.
1262=	1	Taken in moss, possible inquiline.
1262=	1	Taken in mushroom trap.
1262=	1	Taken in pitfall trap, possible inquiline.
1262=	1	Taken in plankton tows.
1262=	1	Taken in prawn trawls.
1262=	1	Taken in quarantine at Boston, USA.
1262=	1	Taken in sieved litter and flight intercept traps.
1262=	1	Taken in wallum, females exhibit lengthy parental care of young in burrow.
1262=	1	Taken off alcyonarian (<I>Telesto</I>), depth to about 40 m.
1262=	1	Taken on 'buch grass', <I>Euphorbia </I>sp. [EUPHORBIACEAE] and <I>Pritchardia</I> sp. [PALMAE] in Hawaii.
1262=	1	Taken on <I>Acacia </I>Miller [Fabaceae] flowers.
1262=	1	Taken on <I>Baeckea </I>L. [Myrtaceae] flowers.
1262=	1	Taken on <I>Eucalyptus</I> L'Herit. [Myrtaceae, red gum].
1262=	1	Taken on flowers of <I>Acacia maidenii </I>F. Muell. [Fabaceae].
1262=	1	Taken over muddy substrates, depths to 30 m.
1262=	1	Taken over sand and coral rubble substrates in reef areas, from low intertidal to 23 m depth.
1262=	1	Taken over sand and seagrass substrates, depth 1–20 m.
1262=	1	Taken over sand, seagrass meadows, and limestone reefs.
1262=	1	Taken resting on fallen logs or tree trunks.
1262=	1	Taken under bark of <I>Eucalyptus </I>L'Herit. [Myrtaceae], <I>Allocasuarina decaisneana </I>(F.Muell.) L.Johnson, [Casuarinaceae, desert oak] and under leaves in chicken ranch, also recorded as incidental feeder on humans, causing pain, swellings and malaise.
1262=	1	Taken under bark of <I>Eucalyptus camaldulensis </I>Dehnh.
1262=	1	Taken under bark of <I>Eucalyptus camaldulensis </I>Dehnh. [Myrtaceae].
1262=	1	Taken under bark of dead <I>Callitris glauca </I>R.Baker & H.G.Smith [Cupressaceae].
1262=	1	Taken up to 400 m, collected in leaf and log litter, larvae unknown.
1262=	1	Takes blood meals from poultry, arbovirus vector.
1262=	1	Takes by trawlers in deep water <Wilson1993B>.
1262=	1	Tall coastal heath, grazer, mainly solitary.
1262=	1	Tall forest, among rocks.
1262=	1	Tall forest, amongst rocks.
1262=	1	Tall forest, on rocks amongst moss.
1262=	1	Tall forest, rocky areas.
1262=	1	Tall forest, scavenger.
1262=	1	Tall forest, seasonal breeder, free-living tadpole.
1262=	1	Tall forest, semi-arboreal.
1262=	1	Tall forest, under rocks and logs.
1262=	1	Tall forest, vine forest.
1262=	1	Tall pandanus and a broad-leafed spindly wattle.
1262=	1	Tall shrubland, low open forest, burrowing, terrestrial, predator.
1262=	1	Tall.
1262=	1	Talus under figs.
1262=	1	Tannin stained acidic water in water holes.
1262=	1	Tea tree swamps, lentic waters.
1262=	1	Temperate records from seagrass beds.
1262=	1	Temperate waters.
1262=	1	Temperate, rain forest, sclerophyll woodland, leaf litter of <I>Eucalyptus</I> and <I>Acacia</I>, dry soil and moss on rocks.
1262=	1	Temperatures 12.7–23.8ºC.
1262=	1	Temporary, lowland creeks to permanent highland rivers.
1262=	1	Tepper (1887) recorded this species from <I>Eucalyptus baxteri</I> and <I>E. obliqua</I>; Hawkeswood & Peterson (1982) recorded this species from <I>E.haemastoma</I>, <I>E. saligna</I>, <I>Eucalyptus </I>sp. and <I>Metrosideros </I>sp. (Myrtaceae); Williams & Williams (1983) recorded this species from trunks of <I>Eucalyptus</I> sp.; Turner & Hawkeswood (1995) recorded <I>E. goniocalyx</I> as a larval host.
1262=	1	Tepper (1887) recorded this species from <I>Pultenaea acerosa</I> and <I>P. daphnoides</I>. Williams & Williams (1983) recorded this species from <I>Dillwynia floribunda,</I> <I>Jacksonia scoparia</I>, <I>Phyllota grandiflora</I> and <I>Pultenaea ferruginea</I> var. <I>deanei </I>(Fabaceae). Hawkeswood & Peterson (1982) cited Froggatt's (1892) record of this species breeding in galls on stems of <I>Pultenaea stipularis</I>; Hawkeswood (1988) recorded larvae of this species from galls of <I>Pultenaea flexilis</I>;<I> </I>Webb (1993) recorded this species from <I>Dillwynia retorta</I> and <I>Pultenaea flexilis</I>; Cowie (2001) listed this species from "Bush peas", <I>Dillwyina </I>spp.
1262=	1	Termite feeder, will climb, constructs nest in hollow logs or underground.
1262=	1	Terrestrial leaf litter.
1262=	1	Terrestrial, (predator), litter.
1262=	1	Terrestrial, noctidiurnal, omnivore, granivore, tussock grassland, woodland, open forest.
1262=	1	Terrestrial, noctidiurnal, predator, desert, hummock grassland, tussock grassland, shrubland, woodland.
1262=	1	Terrestrial, noctidiurnal, predator, woodland, open forest.
1262=	1	Territorial (during breeding), randomly dispersed, seasonal breeder, sexually dimorphic (size), solitary or in pairs and family groups, walks and runs among and under grass sward, spends little time in trees, flies clumsily, feeds mainly on invertebrates and small vertebrates captured on ground, non-parasitic, builds rough platform or occasionally domed nest in base of tall rank grass tussocks, both sexes incubate and rear young over austral summer.
1262=	1	Territorial (during breeding), randomly dispersed, seasonal breeder, sexually dimorphic (size), solitary or in pairs and family groups, walks and runs among and under rank grass sward, spends little time in trees, flies clumsily, feeds mainly on invertebrates and small vertebrates captured on ground, non-parasitic, builds a rough platform or domed nest in base of tall grass tussocks, both sexes incubate and rear young over austral summer.
1262=	1	Territorial (during breeding), randomly dispersed, seasonal breeder, sexually dimorphic (size), solitary or in pairs and family groups, walks and runs under rank grass sward, spends little time in trees, flies clumsily, feeds mainly on invertebrates and small vertebrates captured on ground, non-parasitic, builds a rough platform or domed nest in base of tall grass tussocks, both sexes incubate and rear young over austral summer.
1262=	1	Territorial ?only when breeding, randomly dispersed, seasonal breeder, general carnivore, in eucalypt forest, woodland and heath, roosts arboreally by day usually among dense branches, hunts by night in perch-and-pounce sallies, nests on beds of decayed wood prepared by male in hollows, female alone broods, disperses after breeding.
1262=	1	Territorial during breeding, randomly dispersed, seasonal breeder, rarely in twos or small groups except during courtship, in mid to lower strata of dry sclerophyll forest to open woodlands, commonly perches on exposed branches, feeds by perch-and-pounce sallying and gleaning in shrubbery and occasionally on the ground, taking insects and their larvae, flies directly in shallow undulations, courting males advertise territories by loud calling, courtship feeding, chasing and tail and wing fanning, brood parasite parasitizing mainly Maluridae (<I>Malurus </I>Vieillot, 1816) and Acanthizidae (<I>Acanthiza </I>Vigors & Horsfield, 1827), lays white eggs sparsely speckled red-brown, disperses north after breeding over N Australia as far as New Guinea, Moluccas, Lesser and Greater Sundas and Malay Peninsula, returning in June-Aug. to breed, though small numbers overwinter in S Australia and others remain in N Australia to breed.
1262=	1	Thailand; exposed.
1262=	1	The caterpillar is polyphagous on herbaceous plants (predominantly Poaceae and Fabaceae) and an important pest of many crops.
1262=	1	The depth may be limited by the penetration of light strong enough to permit the growth of the algae contained in its tissues.
1262=	1	The distinction between this species and <I>B. atlanticus </I>requires further study.
1262=	1	The holotype is labelled "on broad-leafed Acacia".
1262=	1	The holotype was recorded from "Yellow wood", the allotype from "<I>Acacia </I>spp." and some of the paratypes from "brigelow".
1262=	1	The holotype was recorded from <I>Dodonaea </I>sp. and specimens from the type series were collected from <I>Acacia linifolia</I>, <I>A. longifolia</I>, <I>Baeckea </I>sp., <I>Bursaria </I>flowers and <I>Jacksonia thesiodes</I>.
1262=	1	The holotype was recorded from <I>Waterhousea </I>and specimens from the type series are from <I>Acacia </I>foliage, <I>Acmena smithii</I> and <I>Waterhousea floribunda</I>.
1262=	1	The identity of Australian material is uncertain Campbell, R.A. & Beveridge, I. 1996. Revision of the family Pterobothridae Pintner, 1931 (Cestoda : Trypanorhyncha). <em>Invertebrate Taxonomy</em> <strong>10</strong>: 617–662.
1262=	1	The known molluscan hosts for <i>O. halotides</i> are <i>Haliotis asinina</i> and <Haliotis squamata</i>.  Pea crabs are described as semiparasitic, as their presence can result in gill damage to the molluscan host
1262=	1	The larva has been recorded as feeding on grasses (Poaceae) [ANIC record] and <I>Urtica </I>(Urticaceae).
1262=	1	The larvae apparently develop in <I>Citrus</I> species (Curletti 2001).
1262=	1	The larvae are aquatic, living in still water in temporary ponds in open forest country.
1262=	1	The larvae develop in <I>Allocasuarina campestris</I> and <I>Leptospermum</I> sp. and probably also in <I>Casuarina huegeliana </I>and <I>Acacia acuminata</I>, where adults have been found (Curletti 2001).
1262=	1	The larvae have been recorded as causing substantial damage to <I>Brassica rapa</I> (Brassicaceae) in Tasmania [ANIC record] and as feeding on <I>Beta </I>(Chenopodiaceae), <I>Solanum </I>(Solanaceae) and <I>Trifolium </I>(Fabaceae).
1262=	1	The larvae have been recorded as feeding on <I>Lomandra longifolia</I> (Lomandraceae).
1262=	1	The larvae likely develop within <I>Casuarina </I>spp. (Curletti 2001).
1262=	1	The larvae of this species are thought to use <I>Araucaria cunninghamii</I> (Levey 1978; Hawkeswood & Peterson 1982).
1262=	1	The larvae predominantly, but not exclusively, feed on grasses (Poaceae and Cyperaceae) and have been recorded as a pest of, for example, <I>Sorghum</I> sp., pastures (Poaceae) [ANIC records], <I>Gossypium</I> (Malvaceae) and <I>Solanum </I>(Solanaceae).
1262=	1	The majority of the type series were collected from <I>Acacia retinodes</I> F. Muell.
1262=	1	The original publication records an association with <I>Casuarina</I> sp. (Casuarinaceae).
1262=	1	The outer shelf- 165-274 m; 320-357 m depth .  320-365 m.
1262=	1	The record from <I>Thylogale stigmatica</I> is of a single female louse (females have fewer taxonomic characters than males) and thus requires confirmation <8218>.
1262=	1	The species was introduced deliberately in 1985/86 as a control agent of the introduced weed <I>Hypericum perforatum</I> (Clusiaceae), but failed to establish in Australia; the larvae have also been recorded as feeding on <I>Eucalyptus </I>sp. (Myrtaceae) in France.
1262=	1	The specimen was recorded as being collected from a depth of 4755 m (Bate, 1888).  However, Komai (1888: 286) believes this depth to be erroneous as the physiological features of the holotype collected  i.e. the structure of the cornea of the holotype, are similar to that of species inhabiting the upper bathyal zone.  
1262=	1	The specimens from the type locality were recorded from <I>Banksia attenuata</I> R. Br. and <I>Xanthorrhea </I>spp.
1262=	1	The types were collected from <I>Acacia pendula</I>.
1262=	1	The unique holotype of this species was recorded "at light".
1262=	1	These plants in Australia.
1262=	1	These specimens differ from AM <I>M. valdiviae </I>in having a longer unpigmented portion of the barbel and large lateral inclusions.
1262=	1	Thin decomposed coral.
1262=	1	This common estuarine nephtyid is reported by Paxton (1974) as being frequently associated with the nereidid <I>Australonereis ehlersi</I>.
1262=	1	This species attacks fallen branches of <I>Nothofagus moorei</I> (Williams 1985, 1987).
1262=	1	This species has been collected from <I>Callitris</I> sp. along coastal Western Australia south of Perth together with <I>D. erythrurus</I>.
1262=	1	This species has been collected on various <I>Acacia</I> spp., including <I>A. decurrens</I>, <I>A. parramattensis</I> (Williams & Williams 1983), where the larvae probably develop (Curletti 2001); Hawkeswood (1981) recorded this species from <I>Acacia sophorae</I>; Turner & Hawkeswood (1996) added <I>Acacia dealbata</I> as a larval host; Turner (2001) recorded <I>A. chalkeri</I> as a larval host; Cowrie (2001) listed this species from <I>Acacia dealbata</I> and <I>A. decurrens</I>.
1262=	1	This species has been reared from <I>Argyrodendron peralatum</I> (Sterculiaceae) and <I>Flindersia brayleyana</I> (Rutaceae) (Williams 1987).
1262=	1	This species is a vector of Maize Stripe Tenuivirus, Maize Mosaic Virus (= Maize Mosaic Rhabdovirus), Sorghum Stripe Virus and Maize Mosaic Nucleorhabdovirus in SE Asia and the Pacific.
1262=	1	This species is associated with <I>Hakea</I> spp. (Barker & Bellamy 2001).
1262=	1	This species is distinct from <I>E. silvescens </I>Regan & Trewavas (Clarke, T., pers. comm., 6/79).
1262=	1	This species is found under stones.
1262=	1	This species is known from a sand dune habitat, which was dominated by <i>Zygochloa paradoxa</i>, <i>Acacia ramulosa</i> and ephemeral herbs and grasses., possible grass feeder (Poaceae); females epigaeic
1262=	1	This species is presumed to be capable of transmitting Fiji Leafgall Disease of sugarcane
1262=	1	This species is presumed to be capable of transmitting Fiji Leafgall Disease of sugarcane.
1262=	1	This species is the vector of Rice Ragged Stunt Oryzavirus and Rice Wilted Stunt Virus (= Rice Grassy Stunt Tenuivirus) overseas.
1262=	1	This species seems to have a wide range of echinoderm hosts (mainly ophiuroids), and is also commonly found free living.
1262=	1	This species was recorded from <I>Daviesia corymbosa</I> and <I>Dillwynia retorta</I> at the time of description.
1262=	1	This species was recorded using <I>Araucaria cunninghamii</I> as a larval host by Levey (1978) and later, Hawkeswood & Peterson (1982) added <I>Pinus patula</I>.
1262=	1	Though prereproductive, adults of both sexes may be found in a nest, nest in twigs of <I>Cassia</I> L. <I>s.lat.</I> [Caesalpiniaceae], flower visiting record: <I>Acacia</I> Miller [Mimosaceae], <I>Angophora</I> Cav. [Myrtaceae], <I>Callistemon</I> R.Br. [Myrtaceae], <I>Calytrix</I> Lab. [Myrtaceae], <I>Melaleuca</I> L. [Myrtaceae].
1262=	1	Thought to be herbivorous.
1262=	1	Throughout range, from 2 m-250m; attached to rocks or dead shells by the disc.
1262=	1	Throughout range; to 340 m; from 18 m.
1262=	1	Tidal creeks.
1262=	1	Tidal flats, sheltered areas, usually among <i>Zostera</i> weed, mangrove swamps.
1262=	1	Tidal part of river.
1262=	1	Tidal part of rivers.
1262=	1	To  273 metres.
1262=	1	To 1,785 m (Cerno1984); depths to 500 m (Wilson1993).
1262=	1	To 10 fathoms.
1262=	1	To 10 m depth.
1262=	1	To 10 m depth; sand to muddy sand substrates.
1262=	1	To 10 m; feeds on fishes and molluscs.
1262=	1	To 10 metres
1262=	1	To 100 m
1262=	1	To 100 m depth.
1262=	1	To 100 m; and rubble.
1262=	1	To 100 m; from 2 m; common at 15 m.
1262=	1	To 100 m; in bays, fine sand.
1262=	1	To 100 metres.
1262=	1	To 1000 m depth.
1262=	1	To 100m (Japan); below low water mark (Phuket).
1262=	1	To 100m depth.
1262=	1	To 1030 metres.
1262=	1	To 1050 m , to 1500 m; 50-200 m; throughout range, mostly found in these depths.
1262=	1	To 10m depth.
1262=	1	To 10m; feeds on polychaetes.
1262=	1	To 11 m.
1262=	1	To 11 metres; byssally attached.
1262=	1	To 110 fathoms {CERNOHOR1978A}.
1262=	1	To 110 m (see Lamprell & Healy 1998)
1262=	1	To 110 m depth.
1262=	1	To 110 m, rubble with sponges.
1262=	1	To 112 m
1262=	1	To 113 m.
1262=	1	To 113 metres.
1262=	1	To 1134 metres.
1262=	1	To 117 m.
1262=	1	To 12 m, often fast flowing currents, colonies often consolidated by, and stabilising, sand.
1262=	1	To 122 metres.
1262=	1	To 124 metres.
1262=	1	To 125 m.
1262=	1	To 128 m depth.
1262=	1	To 128 metres.
1262=	1	To 13 fathoms.
1262=	1	To 130 m , trawled at 150 m.
1262=	1	To 130 m.
1262=	1	To 132 m.
1262=	1	To 1340 m, at 43-56°; F (6-13°; C).
1262=	1	To 135 m.
1262=	1	To 136 m depth.
1262=	1	To 137 metres.
1262=	1	To 14 fathoms; kelp forest.
1262=	1	To 14 m.
1262=	1	To 14.6 m.
1262=	1	To 140 m.
1262=	1	To 144 m.
1262=	1	To 145 m depth.
1262=	1	To 145 m.
1262=	1	To 15 fathoms.
1262=	1	To 15 m
1262=	1	To 15 m, wedged in crevices, adheres to under-surfaces.
1262=	1	To 150 fathoms (270 m).
1262=	1	To 150 m, most abundant from 30-100 m.
1262=	1	To 150 m, most abundant from 30-60 m.
1262=	1	To 150 m, see Lamprell & Healy 1998
1262=	1	To 150 m; 4-5 m; throughout range.
1262=	1	To 150 m; and sponges.
1262=	1	To 150 m; from 5 m.
1262=	1	To 150 m; ocassionally trawled from 15 m.
1262=	1	To 150 metres.
1262=	1	To 150 metres; under coral.
1262=	1	To 1500 m.
1262=	1	To 154 m, large numbers washed up on beaches after storms.
1262=	1	To 156 m; from 16 m.
1262=	1	To 15m; sheltered habitats; associated with seagrass in sheltered areas.
1262=	1	To 16 m.
1262=	1	To 16 metres.
1262=	1	To 165 m
1262=	1	To 165 metres.
1262=	1	To 166 m depth <PONDER1988A>.
1262=	1	To 166 metres.
1262=	1	To 1660 m; 400-1000 m , 296-660 m  from 682 m.
1262=	1	To 17 m
1262=	1	To 17 m deep.
1262=	1	To 170 m depth.
1262=	1	To 18 metres.
1262=	1	To 18 metres; attached to <i>ascidiae</i> or pearl oysters.
1262=	1	To 180 m (see Lamprell & Healy 1998)
1262=	1	To 180 m , to 250 m.
1262=	1	To 182  metres.
1262=	1	To 183 m (Cerno1984), 200 m (WILSON1993); to 420 m.
1262=	1	To 183 m <PONDER1988A>.
1262=	1	To 183 m, common from 40-80 m.
1262=	1	To 183 m.
1262=	1	To 183 m; from 3 m; sand-bars.
1262=	1	To 188 m (Cerno1984), 150 m (WILSON1993).
1262=	1	To 189 metres.
1262=	1	To 19 metres.
1262=	1	To 2 fathoms.
1262=	1	To 2 m.
1262=	1	To 2 metres below the low tide line.
1262=	1	To 20 fathoms (36 m).
1262=	1	To 20 m
1262=	1	To 20 m (Japan); in coarse sand (Phuket).
1262=	1	To 20 m; and sponges.
1262=	1	To 200 m and more, water temperature 21–27ºC, salinity 36.2–37.4 parts per thousand.
1262=	1	To 200 m in Australia, 86-500 m elsewhere.
1262=	1	To 200 m, usually trawled.
1262=	1	To 200 m; and sponges.
1262=	1	To 200 metres.
1262=	1	To 205 m (Cerno1984), 200 m (WILSON1993).
1262=	1	To 20m (Japan); below low water mrak (Phuket); mud, in bays (Japan).
1262=	1	To 20m (Japan); found amongst gravel on the bottom of creeks, between mangroves and deeper muddy pools.
1262=	1	To 20m; feeds on fishes.
1262=	1	To 210 m; gravel bottom, mainly consisting of broken corals; rarely found intertidally.
1262=	1	To 218 m.
