rank	count	Locality
1750=	2	Botanic Gardens, Canberra
1750=	2	Brenandaragh State Forest
1750=	2	Brighton
1750=	2	Brisbane, Moore Park
1750=	2	Broadwater
1750=	2	Broken Hill
1750=	2	Broken River, Eungella
1750=	2	Brooklana, E Dorrigo
1750=	2	Bukit Sulang near Lamunin
1750=	2	Burketown, site of old Broom Hotel
1750=	2	Burnie
1750=	2	Burnside
1750=	2	Burre-Pokataroo Rd., 13.5 km N of Fairview Rd jnctn
1750=	2	Burrup Conservation Reserve, Hearson's Cove, eastern end towards mangroves
1750=	2	Burt Creek, 38 mi N of Alice Springs
1750=	2	Cabbage Tree Creek, Clyde Mountain
1750=	2	Cadjeput Rockhole
1750=	2	Cahills Crossing, East Alligator River
1750=	2	Canberra ACT
1750=	2	Canberra Black Mountain
1750=	2	Cape Jervis
1750=	2	Capel Dist., 18 miles south of Bunbury
1750=	2	Carnarvon Road
1750=	2	Castle Hill, Townsville
1750=	2	Cedar Creek
1750=	2	Chapman Island, Great Barrier Reef
1750=	2	Charlies Knob, Gibson Desert
1750=	2	Charlottes Pass, Kosciusko National Park
1750=	2	Chiltern Forest
1750=	2	Christophersons Mountain
1750=	2	Claudie River, 1 mi. W of Mt. Lomond
1750=	2	Clayton River, 30 mi N of Marree
1750=	2	Clyde Mountain, west slope
1750=	2	Como
1750=	2	Conception
1750=	2	Congo, 8 km SE by E of Moruya
1750=	2	Coolimba Bay
1750=	2	Cooma
1750=	2	Cooper Creek, 19km E by S of Mt. Borradaile
1750=	2	Corringle SF, wide linear. Subsite B.
1750=	2	Corry HS, 2 km SW, Retro-Corry Rd.
1750=	2	Cotter River
1750=	2	Coward Mound Spring
1750=	2	Cradle Mountain
1750=	2	Credo Station, 4.9km along Telstra track off Coolgardie Nth Rd
1750=	2	Credo Station, 5.2km along Telstra track
1750=	2	Credo Station, Credo Station Reserve
1750=	2	Credo Station, just off Coolgardie Nth rd, E of Boggy Corner Dam
1750=	2	Crouen
1750=	2	Dalby, Hwy 30 km SW.
1750=	2	Daly River
1750=	2	Dami
1750=	2	Darlington &#40;Perth&#41;
1750=	2	Davenport Springs, 8km SE Alberrie Creek Railway Siding
1750=	2	Davies Creek National Park, 6km SE of Kennedy Hwy on Davies Creek Rd
1750=	2	Dead Horse Gap 9km. from Thredbo Snowy Mts.
1750=	2	Deception Bay
1750=	2	Dee Why beach dunes
1750=	2	Depok
1750=	2	Deua N.P., "Wolli" Property
1750=	2	Deua R. N.P., nr Araulen
1750=	2	Devils Marbles
1750=	2	Diamantina River, 25 mi S of Birdsville
1750=	2	Dingo Hole Dam, 30 km N of Ammaroo Stn
1750=	2	Dolokmaranggir [Dolok Merangir]
1750=	2	Donnybrook, Victoria
1750=	2	Duaringa
1750=	2	Dumoga-Bone N.P.
1750=	2	Dunbulla State Forest, 3km NW of Mobo Creek Crateron Dunbulla Forest Drive
1750=	2	E bank of Marthaguy Crk., opp Quilbone Bore &#35;2 track
1750=	2	E. Evelyn
1750=	2	E. Ngatpang, Babelthuap Is., Palau
1750=	2	East Palmerston
1750=	2	East Parramatta
1750=	2	Eco Beach, Broome
1750=	2	Edie Creek, NE Wau
1750=	2	Efate: Vila
1750=	2	Emerald
1750=	2	Eyre Peninsula, 20 km S of Streaky Bay
1750=	2	Eyre Peninsula, South Block, East Marble Range
1750=	2	Farina
1750=	2	Fletcher, nr. Glen Alpin
1750=	2	Fort de Kock &#40;Bukittinggi&#41;
1750=	2	Fraser Island
1750=	2	Fremantle
1750=	2	Fullers Bridge
1750=	2	Gap &#40;Fraser's Hill&#41;
1750=	2	Gawler Ranges, 4 km SW Scrubby Peak
1750=	2	Gazelle Pen., Gaulim
1750=	2	Gazelle Pen., Upper Warangoi, Illugi
1750=	2	Geraldton
1750=	2	Gibb R. Rd via Derby
1750=	2	Gibraltar Creek
1750=	2	Gill Pinnacle, Mural Crescent.
1750=	2	Ginini
1750=	2	Girang
1750=	2	Glen Osmond
1750=	2	Gomak For. Res. nr. Kuala Lumpur
1750=	2	Gomanigu Valley, 3m. SW Mt. Otto
1750=	2	Gomantong caves
1750=	2	Goodiman State Conservation Area, plot 4
1750=	2	Gracemere
1750=	2	Great Vic. Desert. 21 km W Vokes Hill
1750=	2	Great Victorian Desert 145km N. Cook
1750=	2	Green &#38; Banders Rd, 3.7 km N of junction with Carinda - Brewarrina Rd
1750=	2	Greenbank
1750=	2	Gunshot Creek, Cape York Peninsula
1750=	2	Gwydir Highway, 33.4km NE of Walgett, opposite Calgary turnoff
1750=	2	Hallett Cove, 20 km SW of Adelaide
1750=	2	Hamersley station, Horseshoe Bore, 300m N of windmill
1750=	2	Hann Tableland
1750=	2	Harlin
1750=	2	Harvey Bay, near Airport
1750=	2	Hattah Kulkyne National Park
1750=	2	Healesville
1750=	2	Heathland near the lagoon N of Eagle Bluff, Shark Bay Marine Park
1750=	2	Hindangon, 20km S of Gingoog
1750=	2	Hollandia Area, Sentani, 90+
1750=	2	Holmes Jungle Palm Crk., 15 km NE of Darwin
1750=	2	Huon R.
1750=	2	Hurdle Gully, 14.8 km WSW.
1750=	2	Illawarra
1750=	2	Iluka, Clarence River
1750=	2	Ingham
1750=	2	Island Bend Snowy Mountain
1750=	2	Jim Jim Creek, 19 km WSW of Mt. Cahill
1750=	2	Kadji Kadji Reserve
1750=	2	Kadji Kadji Reserve, CY2
1750=	2	Kaikoura Peninsula
1750=	2	Kalamunda
1750=	2	Karara, N of Emu Fence on track to Corner Well
1750=	2	Katherine Low Level Reserve
1750=	2	Kempsey
1750=	2	Keningau [Keningan]
1750=	2	Kennedy Hwy, 29 Km S of Atherton
1750=	2	Kieta
1750=	2	Killarney
1750=	2	Kimberley Dist., 195 km ESE of Fitzroy Crossing on Great Northern Hiway
1750=	2	Kimberley Dist., Dampier Peninsula, 5 km NW of jct of Maniri Rd and Cape Leveque Rd
1750=	2	Kimberley Dist., Great Northern Hiway 59 km SW of Roebuck Plains Roadhouse
1750=	2	Kingoonya
1750=	2	Kings Pk
1750=	2	Kirrama Ra, Douglas Ck Rd
1750=	2	Kontiki, 19km E Savusavu
1750=	2	Kuching, Santubong
1750=	2	Kuk Tea Research Station, Mt Hagen
1750=	2	Kurrajong
1750=	2	Kusaie I.: Mt. Fenkol [Mount Crozer]
1750=	2	Lae Botanical Gardens
1750=	2	Lake Magenta Road, 32 km N of South Coast Hiway
1750=	2	Lake St Clair NP, Travellers Rest East
1750=	2	Lake Woods, 15 km SW Elliot
1750=	2	Leeton
1750=	2	Leo Creek Rd., ca. 500m., Mcllwraith Range, 30 km N.E. of Coen.
1750=	2	Les Bois de Sud
1750=	2	Lochada Nature Reserve, Mungada Ridge
1750=	2	Lochada, 6.13km SE Boiada Camp
1750=	2	Lochada, Mungada Rd, E of Boiada Camp
1750=	2	Lochada, N of Killarinie Well on granite
1750=	2	Lone Pine
1750=	2	Lord Howe Is, Old Settlement
1750=	2	Lord Howe Is, Stephens Reserve, New Settlement
1750=	2	Los Arcos
1750=	2	Lower Bucca, Central Bucca Rd between Mardells Rd and Mount Coramba Rd
1750=	2	Maalan Rd, 2km S of Palmerston Hwy
1750=	2	Maclean, n.e.NSW
1750=	2	Martya's School, Agenehambo via Popondetta
1750=	2	Matanikau River
1750=	2	Matibog Creek, Bayugan, Esperanza, Agusan
1750=	2	McArthur R 48 km SWbyS of Borroloola
1750=	2	Melrose
1750=	2	Mid-Queensland
1750=	2	Mindanao, Sulu, Jolo Is., nr base of Mt. Dahao
1750=	2	Minilya River
1750=	2	Mitcham Hills
1750=	2	Moir's Rock 42 km NNW Salmon Gums
1750=	2	Mokoue to Dothio
1750=	2	Moora
1750=	2	Moree
1750=	2	Moresby Range, Howatharra Rd
1750=	2	Mossman Bluff Track, 5-10km W Mossman, Site 7
1750=	2	Mossman Bluff Track,5-10km W Mossman&#40;Site1&#41;
1750=	2	Mount Berryman Road, Laidley
1750=	2	Mount Compass
1750=	2	Mount Crawford State Forest
1750=	2	Mount Kaindi, top
1750=	2	Mt Bartle Frere, West side
1750=	2	Mt Bartle-Frere Sth Peak summit
1750=	2	Mt Basset, 5 km ENE.
1750=	2	Mt Finnigan, [approx.] 30 km S Cooktown
1750=	2	Mt Fisher, 7 km SW. of Millaa Millaa
1750=	2	Mt Halcyon
1750=	2	Mt Koro'o, 1 km N South Ridge summit
1750=	2	Mt Lowe, 2km S
1750=	2	Mt Spurgeon, Sandy Ck
1750=	2	Mt. Buffalo National Park
1750=	2	Mt. Castor, 0.5 km W.
1750=	2	Mt. Chinghee, 12 km SE of Rathdowney
1750=	2	Mt. Crosby, via Ipswich
1750=	2	Mt. Dayman, Maneau Range
1750=	2	Mt. Edwards
1750=	2	Mt. Eliza
1750=	2	Mt. Hypipamee National Park, "The Crater
1750=	2	Mt. Isa
1750=	2	Mt. Kaindi
1750=	2	Mt. Pinnibar
1750=	2	Mt. Solitaire 30km NW by W of Alice Springs
1750=	2	Mt. Tafeyat, Kusaie Is.
1750=	2	Mullaloo
1750=	2	Munda
1750=	2	Mylestom, Mylestom Drive, near north end of oval
1750=	2	N. Sumatra, Bivouac One Mt Bandahara
1750=	2	NE Wau
1750=	2	NW: Limestone Plateau, N of Maat
1750=	2	Nabire, 5-50 m
1750=	2	Nabire, S. Geelwink Bay
1750=	2	Nambung National Park, White Desert
1750=	2	Naqali
1750=	2	Narooma
1750=	2	Narrabri, Valley of Namoi River
1750=	2	Narranbeen
1750=	2	Neilson Park
1750=	2	New Norfolk, carpark of Bush Inn Hotel
1750=	2	Ngarkat Conservation Park, 6 km E of Kirra, border track
1750=	2	Nitmiluk [Katherine Gorge] National Park
1750=	2	No.12, Kassam, on Lae-Goroka Rd., Kratke Mts.
1750=	2	Nondugl
1750=	2	Noosa dist.
1750=	2	North Rocks
1750=	2	North end Majura Av., Ainslie
1750=	2	Nr. Tatuve, Kolosulu
1750=	2	Nr. Tetere, Roroni
1750=	2	Nukurua Forest, Viti Levu Is
1750=	2	Nullo mtn. 20 mls NE Rylstone
1750=	2	O'Reilly's, Lamington Plateau
1750=	2	One Tree Hill, Brisbane
1750=	2	Oomsis
1750=	2	Ormiston
1750=	2	Owen Stanley Range Goilala: Tapini
1750=	2	Packers Creek, via Portland Roads
1750=	2	Palm Springs 38 rd km SE Halls Creek
1750=	2	Palm Springs, 15km W of Millstream
1750=	2	Palmerston National Park, Henrietta creek
1750=	2	Pat Ck, 11 km N of Archer Xing, via Coen
1750=	2	Peak Head S. of Albany
1750=	2	Pechey
1750=	2	Peeramon Scrub
1750=	2	Penang
1750=	2	Petrie
1750=	2	Pilbara region, Nanutarra-Wittenoom Rd., 1.7km N of Hamersley Rd. turnoff
1750=	2	Pinkawillinie CP 14km NE Koongawa
1750=	2	Plenty Hwy, 268 km ENE of Alice Springs
1750=	2	Ponape Island, Tolotom
1750=	2	Porepunkah
1750=	2	Porter's Dam Road, 16 km NM of Milton
1750=	2	Providence Dam Cardillo Downs Stn
1750=	2	Pulau Laut [Pulo Laout, Laut Is.]
1750=	2	Quoin Hill, Cocoa Res. Sta.
1750=	2	Rambuso
1750=	2	Redcliff H.S.
1750=	2	Restoration Rock, The Great Barrier Reef
1750=	2	Ridge above "Camp Bishop", 15km up Kait R.
1750=	2	Road Reserve
1750=	2	Rocky River, riverine forest
1750=	2	Roelands
1750=	2	Ross R. Dam Spillway Townsville
1750=	2	Rotary L/out Pigeon House Ra NW of Milton
1750=	2	Royal National Park, Bundeena Rd
1750=	2	Royal National Park, Road from Maianbar to Bundeena
1750=	2	Royal National Park, Winifred Falls Fire Trail of Warumbul Rd.
1750=	2	Russell River at Bellenden Ker Landing
1750=	2	Ryde
1750=	2	Sandridge, W. Highway 90-115 km N of Carnarvon
1750=	2	Santubong, Kuching
1750=	2	Savusavu, Vanua Levu Is
1750=	2	Selangor, Subang Forest Res.
1750=	2	Semarang
1750=	2	Shannon River, 1 km N of Chesapeak Road
1750=	2	Shepherds Lookout, Murrumbidgee R. nr. Belconnen
1750=	2	Simpson Gap National Park
1750=	2	Sinofi, 30km South of Kainatu
1750=	2	South Alligator Inn
1750=	2	South Glenbrook
1750=	2	Split Yard Creek
1750=	2	Spring Gully Nat. Pk. &#40;Conservation Park&#41;, nr. Clare
1750=	2	Springwood, Blue Mountains
1750=	2	Springwood, Patersons Rd, 1.1km from Springwood Rd, plot 1
1750=	2	Springwood, Patersons Rd, 1.1km from Springwood Rd, plot 2
1750=	2	St. Pauls, Moa Island, Torres Strait
1750=	2	Standley Chasm, 26 mi W of Alice Springs
1750=	2	State Forest near Caloundra Turnoff
1750=	2	Stephens Is.
1750=	2	Sth Itm Sand Hills, 70 mi S of Broken Hill
1750=	2	Stirling Range National Park
1750=	2	Strahan
1750=	2	Tambalia, 30 km W. Honiara
1750=	2	Tamworth
1750=	2	Tantawangalo Mtn, near Candelo
1750=	2	Taroom District, 9 km N Ooline Scrub roadside. BS15.
1750=	2	Tasmania
1750=	2	Tea Tree Gully, Anstey's Hill Reserve
1750=	2	Tea Tree Swamp, 6mi W of Warooka
1750=	2	Texas
1750=	2	The Boulders, Babinda
1750=	2	Tibrogargan Creek via Glasshouse
1750=	2	Tinaroo Creek Road. East Mareeba.
1750=	2	Tinaroo Falls Dam
1750=	2	Tinaroo Lake, nr Kairi
1750=	2	Tol Is., Mount Unibot
1750=	2	Torrens gorge Wildlife Park, Cudlee Creek
1750=	2	Tuchekoi, S of Gympie
1750=	2	Tweed R.
1750=	2	Uberin Rock
1750=	2	Ulu Gombak, University of Malaysia Research Station
1750=	2	Ulu Langat
1750=	2	Univ. Malaya, forest Study Cen. 16 mi E Gombak
1750=	2	Upper Mulgrave Rd, Kearneys Falls
1750=	2	Vella Lavella, Ulo crater
1750=	2	Victoria Point, Brisbane
1750=	2	W Bali, nr Negara, rainforest above Batuagung
1750=	2	WA - SA border. 11km NE Connie Sue Hwy. By interdune
1750=	2	Wallaman Falls
1750=	2	Warren Carinda Rd. 7.1 km W of Mt. Foster Rd sign
1750=	2	Warren River, 6 mi SE of Pemberton
1750=	2	Warrumbungle National Park, via Coonabarabran
1750=	2	Watheroo NP, Jingemia cave entrance, 6km W of road
1750=	2	Wattheroo NP, 12 km NW Wattheroo
1750=	2	Weld Range
1750=	2	West Tamar, Launceston
1750=	2	Whiskers, 7 km WNW of Hoskinstown
1750=	2	Wialki
1750=	2	Wingham Brush", Wingham
1750=	2	Winston Hills, Churchill Dr, Bushtrack
1750=	2	Wisselmeren: Enarotadi
1750=	2	Wollemi National Park, The Putty Road &#40;Rt 69&#41;, N of Colo Heights
1750=	2	Wood's Reserve near Gibraltar Falls
1750=	2	Yagoona
1750=	2	Yalom, New Britain
1750=	2	Yarragil 4P Catchment via. Dwellingup
1750=	2	Yarrobil National Park, plot 4
1750=	2	Yate
1750=	2	Yate, 2-50 m
1750=	2	Yellowdine
1750=	2	Zamboanga del Norte Manucan, 8 km S
1750=	2	[The Royal] National Park
1750=	2	access road to Pic d'Amoa
1750=	2	airstrip, Bago S. F. Blowering Dam
1750=	2	approx. 24 km NNW of Gloucester
1750=	2	between Hearson Cove Rd &#38; road to Cowrie Beach, to E of Burrup Peninsula Rd
1750=	2	c. 90km W of Neale Junction
1750=	2	ca. 1 km E Cap N'dua Lighthouse
1750=	2	ca. 16 km SSW Lakeland
1750=	2	ca. 2 km E of Cap N'dua Lighthouse
1750=	2	ca. 25 km W of Towrana Homestead, on Pimbee Rd, Pimbee Conservation Park
1750=	2	ca. 50km SE Kununurra
1750=	2	near Mitchell Plateau Airfield
1750=	2	nr Nooldoonooldoona waterhole, Arkaroola Stn
1750=	2	nr Plum
1750=	2	vic. Breakneck Lookout, approx. 11 km SSW Taree NSW
2235=	1	&#40;NW&#41;: Maat &#40;Mat, Ambryn Vill.&#41;
2235=	1	&#40;SW&#41; Below Namatasopa
2235=	1	&#40;SW&#41;: Namatasopa
2235=	1	'Hidden Valley' via Kununurra
2235=	1	'Waters Edge', S. of Dawesville
2235=	1	'Wyninebah' Stn, 0.3km past stockyards, 300m E of Rd
2235=	1	0-600 m [no specific location]
2235=	1	0.6km SE of Blue Mt
2235=	1	1 km N of Rounded Hill
2235=	1	1 km SE Aseki
2235=	1	1 km SE of Batchelor
2235=	1	1 mi E of Jewel Cave, Augusta
2235=	1	1 mi SE of Mount Gellan &#38; 4 mi SW of Alice Springs
2235=	1	1.5 - 2 km along Wittenoom bound track off Great Northern Highway
2235=	1	1.7 km on access track off Narran Lake rd., Narren Lakes Reserve
2235=	1	1.8 km N of ford on Karuah River on Karuah River Rd, Chichester State Forest
2235=	1	10 S Perenjori
2235=	1	10 km E of Karridale
2235=	1	10 km N of Tom Price on Wittenoom Rd
2235=	1	10 km NW of Cordillo Downs Homestead
2235=	1	10 km NW of Plum
2235=	1	10 km S of Miriam Vale
2235=	1	10 km SW of Tintinara
2235=	1	10 mi E of Southern Cross
2235=	1	10 mi S of Yaringa
2235=	1	10 mi. W. Murray Bridge
2235=	1	10 miles W of Gurulmundi
2235=	1	10km N of Angoram
2235=	1	10mi NW Arkaroola
2235=	1	11 km NW of Hawker
2235=	1	111.2 km NW of Bond Springs on Tanami Rd
2235=	1	116 km S of Broken Hill
2235=	1	12.1km NW of Anta Hill
2235=	1	12.2 km NW Cheesman Peak under Trodia
2235=	1	12.5 km W of Minilya-Exmouth Rd on Knife Rd, Cape Range National Park &#40;picnic spot&#41;
2235=	1	123 km ENE of Yellowdine
2235=	1	13 km up Davies Creek Rd. via Mareeba
2235=	1	13 mi NW of Byrock
2235=	1	13 mi W of Honiara
2235=	1	131 km S of Coober Pedy
2235=	1	14 mi E of Windorah
2235=	1	14 mi NE of Augusta, at Alexandra Bridge
2235=	1	14.3 km on trail to Darling River from rangers station, Kinchega National Park
2235=	1	145 km SE by E Broome
2235=	1	14mi W. Southern Cross
2235=	1	15 km N of Jugiong on Hume Hwy
2235=	1	15 km N of Koumac
2235=	1	15 km N of Mungeranie H.S.
2235=	1	15 km NE of Wiangaree
2235=	1	15 km S of Lake Grace
2235=	1	15 km SW Bundaberg
2235=	1	15 km W of Wave Hill, P. Stn. on Buchanen Hwy
2235=	1	15 km W on road to Wanaaring from junction with Mitchell Hwy
2235=	1	15 miles E of Elsey Creek on Rope Bar Road
2235=	1	15km N of Kumarina Hotel
2235=	1	15kms W. Tailem Bend
2235=	1	16 mi NW by W of Mount Ive High School
2235=	1	16km NW of Ouse
2235=	1	16km SW of Wau
2235=	1	16thmi, Gombak Univ. Malaya Field Study Center
2235=	1	17 km SE of Rutland Plains
2235=	1	17 mi N of Carnarvon
2235=	1	174 Jesmond Road, Brisbane
2235=	1	179 km N of Cook
2235=	1	17km NNW Alice Springs
2235=	1	18 km E Coffin Bay
2235=	1	18 km S of Proserpine, Brandy Creek
2235=	1	186 km SE by E Broome
2235=	1	1mi. S. of Kuipto Colony 40 mi. SE of Adelaide
2235=	1	2 km E of Dimbulah, 40 km W of Mareeba
2235=	1	2 km E of Greenhead
2235=	1	2 km N of Evanston
2235=	1	2 km S Ipeukeul, 275-350 m
2235=	1	2 km S of the Gap, Fraser's Hill
2235=	1	2 km SE of Sandyoota Well
2235=	1	2 km W of Blewitt Springs
2235=	1	2 mi SE of Wanna, Lincoln National Park, Eyre Peninsula
2235=	1	2 mi W. Cunderdin
2235=	1	2 mls NW of Crafers
2235=	1	2-10 km South of Nandarivatu
2235=	1	2.2 km NE along Chimney Rd from Chaelundi Rd, Marengo State Forest
2235=	1	2.5km N of Mt. Linden
2235=	1	2.8 mi S Renner Springs
2235=	1	20 km NNE of Col de Kuenthio &#40;Col de Nassirah&#41; Route 4 at Kous Road.
2235=	1	20 mi N of Broad Arrow
2235=	1	21 mi S of Miriam Vale
2235=	1	21 mi W of Kojonup
2235=	1	22 km SE of Weldborough
2235=	1	22 mi W of Lae on Lae-Bulolo Rd
2235=	1	23 km S Tweed Heads, Pottsville
2235=	1	23 ml SE of Moree
2235=	1	23km W of Northwest Coastal Highway, 450m north of Southern boundary fenceline of Cane River Conservation area
2235=	1	24.1 km [15 mi] SW of Normanton
2235=	1	25 S Muleewa
2235=	1	25 km E of New Yamarna HS
2235=	1	25 mls [40.2 km] NW Bowen
2235=	1	26 km SE of Kidson Bluff
2235=	1	26 km up Tinaroo Creek Road, via Mareeba
2235=	1	28 m. peg. Wanneroo Rd.
2235=	1	29 mi. peg. Brookton Rd.
2235=	1	2km E. Belair
2235=	1	2km NNW of Jerangle
2235=	1	2km SSE of Mt Hopeful
2235=	1	2mile SE Reeves Plains
2235=	1	3 km E of Lockerbie, Cape York
2235=	1	3 km N of Burril Lake, sand dunes, S of Ulladulla
2235=	1	3 km N of Kawarren, Otway Ranges
2235=	1	3 km SE Coen
2235=	1	3 km W of American River
2235=	1	3 km W of Cape Tribulation
2235=	1	3 km W of Woodstock
2235=	1	3 mi. NE of Gosses Bluff
2235=	1	3 mls S of Hattah
2235=	1	3.1km along side track from Mt Brockman Rd
2235=	1	3.2 km NE of Mount Aloysius
2235=	1	3.2 km [2 mi] N of Old Adaminaby
2235=	1	3.4 km W Weetara Tank 27km E Wirrulla
2235=	1	3.5 km NE of Harrington
2235=	1	3.5 km SWbyS Mt. Baird
2235=	1	3.7 km S of Nadi, Seashell Cove Road
2235=	1	30 km N of Bunbury
2235=	1	30 km NW by W of Alice Springs
2235=	1	30 km S of Alice Springs
2235=	1	30 mi. W of Junee
2235=	1	30.4 km S of Bing Bong
2235=	1	30km ESE of Victoria R. Downs
2235=	1	32 km S Moonaree HS, Gawler Range
2235=	1	32 km S of Malbooma HS
2235=	1	33 km WNW of Alice Springs
2235=	1	33.8 km N of Cowell, Eyre Peninsula
2235=	1	35 SE Ayr
2235=	1	35 km W of Balladonia on Eyre Hiway
2235=	1	39 km E Humpty Doo, Corroboree Park
2235=	1	39 km North of Katherine
2235=	1	3km NEbN Julatten
2235=	1	4 km E of Lockerbie, Cape York
2235=	1	4 km N of South Coast Hiway on Lake Magenta Road
2235=	1	4 km NE of Harrington
2235=	1	4 km W Mt. Lindsay
2235=	1	4 km W by S of Cooktown
2235=	1	4 km West of Thio
2235=	1	4 mi S of Cabramurra
2235=	1	4 mi S of Glencoe
2235=	1	4.0 km W of Cape Tribulation, site 8
2235=	1	4.4km NNW of Beal Hill
2235=	1	40 Mile Scrub via Garnet Mt
2235=	1	40 km N Broken Hill
2235=	1	40 km N of Johnston Lakes
2235=	1	40 km S of Ayr
2235=	1	40 mi N of Port Augusta
2235=	1	41 km E of Perenjori
2235=	1	42.6 km E of Glenn Innes
2235=	1	425 km N of Port Augusta on Stuart Hiway
2235=	1	44 km W of Walpole
2235=	1	45 km E of Geraldton
2235=	1	47 Hooley Creek, 68 km NW Wittenoom
2235=	1	5 - 10 km S of Carnarvon
2235=	1	5 km N of Luganville
2235=	1	5 km N of Taroom on Hwy
2235=	1	5 km S of Aileron
2235=	1	5 km S of Monga
2235=	1	5 km SE of Ooraminna Rockhole
2235=	1	5 mi E Paluma, Northern Queensland
2235=	1	5 mi W of Apollo Bay
2235=	1	5 miles N.W. of Coffs Harb.
2235=	1	5.5 km SSW Victor Harbor
2235=	1	50 km N of 'Onslow Road' on Great Northern Hwy
2235=	1	51 km N of Morgan on Canegrass Stn Rd
2235=	1	51km W Emu Junct.
2235=	1	55 km N of Mildura, Silver City Hwy
2235=	1	5km NE Geraldton
2235=	1	5km S of Rocket Lake, Murray-Sunset Nat. Pk
2235=	1	6 km S of Maynard Bore, Everard Park Station
2235=	1	6 mi S of Bosworth Station, Lake Torrens National Park
2235=	1	6 mi. ESE of Nelson Bay
2235=	1	62.8 km [39 mi] of Emerald
2235=	1	63 km E by W of Norseman
2235=	1	63km EbyN of Norseman
2235=	1	67 km S Alice spring
2235=	1	6km N of Taroom on Hwy
2235=	1	6km S Pine Creek &#40;town&#41;
2235=	1	6km S. of Warburton
2235=	1	7 km NE of Muchea, Barraca Nat. Reserve
2235=	1	7 km NW by N of Cahills Crossing, East Alligator River
2235=	1	7 km S of Davies Creek National Park
2235=	1	7.5 km NNW of Mt. Linden
2235=	1	70 N Bourke
2235=	1	70 km E of Nadi
2235=	1	75 km E Timber Creek
2235=	1	75 km E of Hyden
2235=	1	7km ESE Laura
2235=	1	7km SE Balah
2235=	1	8 km E by N of Mt. Cahill
2235=	1	8 km SW Walsh Pt
2235=	1	8 km W of Kaniva
2235=	1	8 mi ENE of Millstream
2235=	1	8 mi SE of Twins Station
2235=	1	8 mi. S. Wagin
2235=	1	8.5 km SE of Genoa
2235=	1	81 km E of Wilcannia
2235=	1	89 Gate School, Dudinin
2235=	1	8km E of Jervois
2235=	1	9 km N Alice Spring
2235=	1	9 km N by E of Mudginbarry H.S.
2235=	1	9 km NE of Dunbar
2235=	1	9 km SE Maryinna Hill
2235=	1	9-10 km WSW of Tufi, SE Cape Nelson
2235=	1	92 km W of Agnew toward Sandstone
2235=	1	Adelaide River
2235=	1	Adjacent Juna Downs, Hamersley Range, Karijini National Park
2235=	1	Agusan, Esperanza
2235=	1	Alcoota Station, fossil site
2235=	1	Aldinga
2235=	1	Alice River near Barcaldine
2235=	1	Allambie IPA
2235=	1	Allis Rd. S of Pemberton
2235=	1	Ambrym Is
2235=	1	Amiens State Forest near Stanthorpe
2235=	1	Anajatra, Mann Ranges
2235=	1	Andubangda
2235=	1	Anelghowhat [Anelgaohat], Aneityum [Aneytioum] Is., New Hebrides
2235=	1	Applecross
2235=	1	Araucaria Camp
2235=	1	Archer R.
2235=	1	Arkaroola Stn Arkaroola shearers quarters
2235=	1	Arnhem Land, Maningrida
2235=	1	Aroona Spring, near Copley
2235=	1	Ashburton River
2235=	1	Attadale, Burke Drive
2235=	1	Auburn River NP
2235=	1	Auckland
2235=	1	Babinda
2235=	1	Bacchus Marsh
2235=	1	Badja Fire Trail, Badja State Forest
2235=	1	Bakers Hill
2235=	1	Balason
2235=	1	Balfour Downs
2235=	1	Bamaga
2235=	1	Bamaga, N. Cape York, gum forest
2235=	1	Ban Ban Range, via Coalstoun Lakes
2235=	1	Banggi [Banguey]
2235=	1	Bar Mountain, via Kyogle
2235=	1	Bardon, Brisbane
2235=	1	Baron
2235=	1	Barrington Tops near Cobark Lookout
2235=	1	Barrington Tops, near  Salisbury
2235=	1	Barton
2235=	1	Base of Mt. Evans, nr. Vuda Point
2235=	1	Batavia River, Wenlock
2235=	1	Batchelor
2235=	1	Bathurst
2235=	1	Baucau, Timor Portugues
2235=	1	Beaches 2 km NW of Kuala Penyu
2235=	1	Beaconsfield
2235=	1	Beauchamp Falls
2235=	1	Beegull WH. S of L. Throssell
2235=	1	Beerburrum Ck., Beerburrum
2235=	1	Bellarine
2235=	1	Bellenden Ker Ra, 1km S Cable Tower 6
2235=	1	Bellevue
2235=	1	Bentinck Is. "Ninyilki
2235=	1	Berlesate
2235=	1	Bermagui
2235=	1	Bernier Island
2235=	1	Bertie Creek
2235=	1	Betege, 20km NW of Koroba
2235=	1	Between Cairns and Kuranda
2235=	1	Biak Is, Mangrowawa
2235=	1	Bibbenluke
2235=	1	Big Mitchell Ck., Mareeba - Mt Molloy Road
2235=	1	Big Mitchell Ck., Mareeba-Molloy Road
2235=	1	Binalong
2235=	1	Binberrie Hill, Boolcoomata Station
2235=	1	Binjour Plateau, Swains Rd
2235=	1	Binjour Plateau; Swains Road
2235=	1	Birdwood, Mt. Lofty Ranges
2235=	1	Birkdale
2235=	1	Birraduk Ck., 18 km E by N of Oenpelli
2235=	1	Birthday Ck, Paluma Dam Road
2235=	1	Birthday Well, Cariewerloo Stn.
2235=	1	Bisiatabu
2235=	1	Bismarck Arch., Momote
2235=	1	Bismarck Isl. Mussau, Malakata
2235=	1	Black Mt Rd, 5 km N Kuranda
2235=	1	Black Mtn.
2235=	1	Black Rock Pool 18 km N of Victoria Hiway
2235=	1	Blackall District
