rank	count	N_QUALIFICATION
1065=	1	adults also occurring on flowers of <i>Cassinia aculeata</i> [ASTERACEAE], <i>Eucalyptus obtusiflora, Leptospermum juniperinum, L. morrisonii, L. polygalifolium, L. trinervium</i> and other undetermined <i>Leptospermum</i> sp. [MYRTACEAE]
1065=	1	adults also occurring on flowers of <i>Cassinia trinerva</i> [ASTERACEAE], <i>Eucalyptus obtusiflora, Eucalyptus sp., Kunzea ambigua, Leptospermum flavescens, L. morrisonii, L. polygalifolium</i> and <i>Leptospermum</i> sp. [MYRTACEAE]
1065=	1	adults also occurring on flowers of <i>Cassinia uncata, Helichrysum</i> sp. <i>Ozothamnus obcordatus</i> [ASTERACEAE], <i>Angophora bakeri, A. hispida, Kunzea ambigua, Kunzea sp., Leptospermum flavescens, L. morrisonii, L. polygalifolium, L. trinervium, Leptospermum</i> sp. [MYRTACEAE], <i>Bursaria spinosa</i> [PITTOSPORACEAE] and <i>Hakea teretifolia</i> [PROTEACEAE] and <i>Xanthorrhoea</i> sp. [XANTHORRHOEACEAE]
1065=	1	adults also occurring on flowers of <i>Cassinia</i> sp. [ASTERACEAE], <i>Syzygium floribundum</i> and <i>Syzygium smithii</i> [MYRTACEAE]
1065=	1	adults also occurring on flowers of <i>Cassinia</i> spp., <i>Helichrysum</i> spp. [ASTERACEAE], <i>Leptospermum morrisonii, L. polygalifolium</i>, other undetermined <i>Leptospermum</i> spp. [MYRTACEAE] and <i>Bursaria spinosa</i> [PITTOSPORACEAE]
1065=	1	adults also occurring on flowers of <i>Corymbia gummifera</i> [MYRTACEAE] and <i>Alphitonia excelsa</i> [RHAMNACEAE]
1065=	1	adults also occurring on flowers of <i>Corymbia intermedia, Syzigium</i> sp. [MYRTACEAE], <i>Buckinghamia celcissima, Macadamia whelanii</i> [PROTEACEAE] and <i>Melicope elleryana</i> [RUTACEAE]
1065=	1	adults also occurring on flowers of <i>Corymbia polycarpa, Eucalyptus acmenioides, E. gummifera, E. ochrophloia</i> & other undetermined <i>Eucalyptus</i> sp. [MYRTACEAE]
1065=	1	adults also occurring on flowers of <i>Corymbia polycarpa</i> and <i>Eucalyptus moluccana</i> [MYRTACEAE], <i>Bursaria spinosa</i> [Pittosporaceae] and  <i>Homalium brachybotrys</i> [SALICACEAE]
1065=	1	adults also occurring on flowers of <i>Dillwynia retorta, other undetermined Dillwynia</i> spp., <i>Jacksonia scoparia, P. ferruginea, Pultenaea</i> spp. [FABACEAE] and <i>Leptospermum</i> spp. [MYRTACEAE]
1065=	1	adults also occurring on flowers of <i>Drypetes deplanchei</i> [EUPHORBIACEAE], <i>Eucalyptus</i> sp., <i>Kunzea</i> sp., <i>Syzygium floribundum, Syzygium smithii</i> and <i>Tristaniopsis laurina</i> [MYRTACEAE]
1065=	1	adults also occurring on flowers of <i>E. cylindriflora</i> & <i>E. uncinata</i>
1065=	1	adults also occurring on flowers of <i>Elaeocarpus angustifolius</i> [ELAEOCARPACEAE], <i>Bauhinia monandra</i> [FABACEAE], <i>Corymbia gummifera, C. intermedia, Eucalyptus moluccana, Kunzea</i> sp., <i>Leptospermum</i> sp., <i>Syzigium</i> spp. <i>Tristaniopsis laurina</i> [MYRTACEAE], <i>Buckinghamia celcissima, Macadamia whelanii</i> [PROTACEAE], <i>Melicope elleryana, M. micrococca</i> [RUTACEAE] and <i>Cuttsia viburnea</i> [ROUSSEACEAE]
1065=	1	adults also occurring on flowers of <i>Elaeocarpus angustifolius</i> [ELAEOCARPACEAE], <i>Corymbia intermedia, Syzigium</i> spp. [MYRTACEAE], <i>Buckinghamia celcissima, Macadamia whelanii</i> [PROTEACEAE], <i>Melicope elleryana</i> and <i>M. platynema</i> [RUTACEAE]
1065=	1	adults also occurring on flowers of <i>Epacris microphylla</i> [EPACRIDACEAE], <i>Dillwynia brunioides</i>, <i>Pultenaea</i> sp.[FABACEAE], <i>Angophora bakeri, A. hispida, Leptospermum morrisonii, L. parvifolium</i> and <i>L. trinervium</i> [MYRTACEAE]
1065=	1	adults also occurring on flowers of <i>Eremophila ionatha, E. paisleyi</i> and <i>E. scoparia</i> [SCROPHULARIACEAE]
1065=	1	adults also occurring on flowers of <i>Eucalyptus acmenioides, E. moluccana, E. chrophloia</i> & <i>E. racemosa</i>
1065=	1	adults also occurring on flowers of <i>Eucalyptus acmenioides, E. moluccana</i> and <i>E. ochrophloia</i> [MYRTACEAE]
1065=	1	adults also occurring on flowers of <i>Eucalyptus foecunda, E. uncinata, Eucalyptus</i> spp. and other undetermined <i>Melaleuca</i> sp. [MYRTACEAE]
1065=	1	adults also occurring on flowers of <i>Eucalyptus foecunda</i> [MYRTACEAE]
1065=	1	adults also occurring on flowers of <i>Eucalyptus ochrophloia</i>
1065=	1	adults also occurring on flowers of <i>Eucalyptus paniculata, Leptospermum</i> sp. [MYRTACEAE] & <i>Bursaria spinosa</i> [PITTOSPORACEAE]
1065=	1	adults also occurring on flowers of <i>Eucalyptus uncinata</i> & other undetermined <i>Eucalyptus</i> spp.
1065=	1	adults also occurring on flowers of <i>Eucalyptus</i> sp.
1065=	1	adults also occurring on flowers of <i>Eucalyptus</i> sp., <i>Kunzea</i> sp., <i>Leptospermum flavescens</i> and other undetermined <i>Leptospermum </i> sp. [MYRTACEAE]
1065=	1	adults also occurring on flowers of <i>Eucalyptus</i> sp., <i>Kunzea</i> sp., <i>Leptospermum polygalifolium</i> [MYRTACEAE] and <i>Alphitonia excelsa</i> [RHAMNACEAE}
1065=	1	adults also occurring on flowers of <i>Eucalyptus</i> sp., <i>Melaleuca armillaris</i> and other undetermined <i>Melaleuca</i> spp. [MYRTACEAE]
1065=	1	adults also occurring on flowers of <i>Eucalyptus</i> spp and other undetermined <i>Leptospermum</i> spp. [MYRTACEAE]
1065=	1	adults also occurring on flowers of <i>Eucalyptus</i> spp.
1065=	1	adults also occurring on flowers of <i>Euodia</i> sp. [RUTACEAE]
1065=	1	adults also occurring on flowers of <i>Geissois biagiana</i> [CUNONIACEAE] and <i>Cardwellia sublimis</i> [PROTEACEAE]
1065=	1	adults also occurring on flowers of <i>Grevillea baileyana, Macadamia whelanii</i> [PROTEACEAE], <i>Psydrax odorata</i> [RUBIACEAE], <i>Melicope elleryana</i> and <i>M. platynema</i> {RUTACEAE]
1065=	1	adults also occurring on flowers of <i>Helichrysum</i> sp. [ASTERACEAE] and <i>Bursaria spinosa</i> [PITTOSPORACEAE]
1065=	1	adults also occurring on flowers of <i>Helichrysum</i> sp. [ASTERACEAE], <i>Calistemon sieberi</i>, <i>Eucalyptus</i> sp. <i>Kunzea</i> sp. and <i>Leptospermum</i> sp. [MYRTACEAE]
1065=	1	adults also occurring on flowers of <i>Helichrysum</i> sp., <i>Cassinia uncata, Cassinia</i> sp. [ASTERACEAE], <i>Angophora hispida, Angophora spp., Eucalyptus acmenioides, E. ochrophloia, Eucalyptus</i> spp., <i>Kunzea ambigua, K. ericoides, Leptospermum juniperinum, L. morrisonii, L. parvifolium, L. polygalifolium, L. trinervium, Leptospermum</i> spp. [MYRTACEAE], <i>Conospermum taxifolium</i> and<i>Hakea teretifolia</i> [PROTEACEAE]
1065=	1	adults also occurring on flowers of <i>Kunzea ambigua</i> and <i>Leptospermum flavescens</i> [MYRTACEAE]
1065=	1	adults also occurring on flowers of <i>Kunzea ericoides, Eucalyptus</i> spp. and other undetermined <i>Leptospermum</i> sp.
1065=	1	adults also occurring on flowers of <i>Kunzea ericoides</i> and <i>Leptospermum polygalifolium</i> [MYRTACEAE]
1065=	1	adults also occurring on flowers of <i>Kunzea</i> sp. <i>Leptospermum</i> sp, <i>Syzigium floribundum, Syzygium smithii, Tristaniopsis laurina</i> [MYRTACEAE] and <i>Cuttsia viburnea</i> [ROUSSEACEAE]
1065=	1	adults also occurring on flowers of <i>Kunzea</i> sp. <i>Leptospermum</i> sp. [MYRTACEAE] and <i>Scolopia braunii</i> [SALICACEAE]
1065=	1	adults also occurring on flowers of <i>Kunzea</i> sp. [MYRTACEAE]
1065=	1	adults also occurring on flowers of <i>Kunzea</i> sp., <i>Leptospermum flavescens</I> and other undetermined <i>Leptospermum</i> spp. [MYRTACEAE]
1065=	1	adults also occurring on flowers of <i>Kunzea</i> sp., <i>Syzygium floribundum</i>, <i>Syzygium smithii</i>, [MYRTACEAE] and <i>Cuttsia viburnea</i> [ROUSSEACEAE]
1065=	1	adults also occurring on flowers of <i>Leptospermum flavescens</i> [MYRTACEAE]
1065=	1	adults also occurring on flowers of <i>Leptospermum flavescens</i> [MYRTACEAE] and <i>Hakea rugosa</i> [PROTEACEAE]
1065=	1	adults also occurring on flowers of <i>Leptospermum flavescens</i>, <i>Leptospermum morrisonii</i> and other undetermined <i>Leptospermum</i> sp. [MYRTACEAE]
1065=	1	adults also occurring on flowers of <i>Leptospermum juniperinum</i> [MYRTACEAE]
1065=	1	adults also occurring on flowers of <i>Leptospermum morrisonii, L. polygalifolium</i> and <i>Leptospermum</i> sp.
1065=	1	adults also occurring on flowers of <i>Leptospermum morrisonii, L. polygalifolium</i> and other undetermined <i>Leptospermum</i> sp. [MYRTACEAE]
1065=	1	adults also occurring on flowers of <i>Leptospermum morrisonii, L. polygalifolium</i> and other undetermined <i>Leptospermum</i> spp. [MYRTACEAE]
1065=	1	adults also occurring on flowers of <i>Leptospermum morrisonii</i>
1065=	1	adults also occurring on flowers of <i>Leptospermum morrisonii</i> [MYRTACEAE]
1065=	1	adults also occurring on flowers of <i>Leptospermum morrisonii</i> and <i>L. polygalifolium</i> [MYRTACEAE]
1065=	1	adults also occurring on flowers of <i>Leptospermum polygalifolium</i>
1065=	1	adults also occurring on flowers of <i>Leptospermum trinervium</i> and other undetermined <i>Leptospermum</i> sp. [MYRTACEAE]
1065=	1	adults also occurring on flowers of <i>Leptospermum</i> sp.
1065=	1	adults also occurring on flowers of <i>Leptospermum</i> sp. [MYRTACEAE]
1065=	1	adults also occurring on flowers of <i>Leptospermum</i> spp., <i>Melaleuca</i> spp. [MYRTACEAE] and flower spikes of <i>Xanthorrhoea</i> spp. [XANTHORRHOEACEAE]
1065=	1	adults also occurring on flowers of <i>Melaleuca linariifolia, Syzygium  smithii</i> [MYRTACEAE] and flower spikes of <i>Xanthorrhoea</i> spp. [XANTHORRHOEACEAE]
1065=	1	adults also occurring on flowers of <i>Melaleuca pauperiflora</i> & <i>M. uncinata</i> [MYRTACEAE]
1065=	1	adults also occurring on flowers of <i>Melaleuca stypheloides</i> [MYRTACEAE]
1065=	1	adults also occurring on flowers of <i>Melaleuca</i> sp. [MYRTACEAE]
1065=	1	adults also occurring on flowers of <i>Melicope micrococca</i> [RUTACEAE]
1065=	1	adults also occurring on flowers of <i>Olearia</i> spp. [ASTERACEAE] and <i>Baeckea</i> spp. [MYRTACEAE]
1065=	1	adults also occurring on flowers of <i>Ozothamnus ?thyrsoideus</i> [ASTERACEAE]
1065=	1	adults also occurring on flowers of <i>Ozothamnus diosmifolius</i>? [ASTERACEAE] <i>Nuytsia floribunda</i> [LORANTHACEAE], <i>Angophora hispida, Eucalyptus sieberi, Kunzea ambigua, Leptospermum myrtifolium, L. polygalifolium, L. scoparium, other undetermined Leptospermum</i> spp., <i>Syzygium smithii</i> [MYRTACEAE] and <i>Bursaria spinosa</i> [PITTOSPORACEAE]
1065=	1	adults also occurring on flowers of <i>Patersonia</i> sp. [IRIDACEAE]
1065=	1	adults also occurring on flowers of <i>Scholtzia</i> sp. [MYRTACEAE] and <i>Eremophila</i> sp. [SCROPHULARIACEAE]
1065=	1	adults also occurring on flowers of <i>Syzigium smithii</i> and <i>Tristaniopsis laurina</i> [MYRTACEAE]
1065=	1	adults also occurring on flowers of <i>Syzygium floribundum</i> and <i>Syzygium smithii</i> [MYRTACEAE]
1065=	1	adults also occurring on flowers of Acacia linifolia [FABACEAE] and Angophora hispida [MYRTACEAE]
1065=	1	adults also occurring on flowers of Baeckea sp. [MYRTACEAE]
1065=	1	adults also occurring on flowers of other undetermined <i>Baeckea</i> spp., <i>Leptospermum</i> spp. [MYRTACEAE] and flower spikes of <i>Xanthorrhoea</i> spp. [XANTHORRHOEACEAE]
1065=	1	adults also occurring on flowers of other undetermined <i>Cassinia</i> spp., <i>Helichrysum</i> spp. [ASTERACEAE], <i>Leptospermum</i> spp. [MYRTACEAE] and <i>Bursaria spinosa</i> [PITTOSPORACEAE]
1065=	1	adults also occurring on flowers of undetermined <i>Baeckea</i> and <i>Kunzea</i> spp. [MYRTACEAE]
1065=	1	adults also occurring on flowers of undetermined <i>Baeckea</i> sp. and <i>Kunzea</i> sp. [MYRTACEAE]
1065=	1	adults also occurring on flowers of undetermined <i>Baeckea</i> sp., <i>Eucalyptus</i> sp. and <i>Leptospermum polygalifolium</i> [MYRTACEAE]
1065=	1	adults also occurring on flowers of undetermined <i>Baeckea</i> spp. and <i>Leptospermum</i> spp. [MYRTACEAE]
1065=	1	adults also occurring on flowers of undetermined <i>Cassinia</i> spp. and <i>Helichrysum</i> spp. [ASTERACEAE]
1065=	1	adults also occurring on flowers of undetermined <i>Eucalyptus</i> spp.
1065=	1	adults also occurring on flowers of undetermined <i>Kunzea</i> sp., <i>Leptospermum polygalifolium</i>, other undetermined <i>Leptospermum</i> sp. and <i>Syzygium floribundum</i> [MYRTACEAE]
1065=	1	adults also occurring on flowers of undetermined <i>Leptospermum</I> sp.
1065=	1	adults also occurring on flowers of undetermined <i>Leptospermum</i> sp. [MYRTACEAE] and <i>Conospermum</i> sp. [PROTEACEAE]
1065=	1	adults also occurring on flowers of undetermined <i>Leptospermum</i> spp. and <i>Agonis flexuosa</i>[MYRTACEAE]
1065=	1	adults also occurring on flowers of various native daisy species, <i>Helichrysum</i> spp. [ASTERACEAE]
1065=	1	adults also occurring on flowers of yellow everlasting and <i>Helichrysum</i> sp. [ASTERACEAE]
1065=	1	adults also occurring on flowers of: <I>Corymbia polycarpa, Eucalyptus acmenioides, E. moluccana and E. ochrophloia</i> [MYRTACEAE]; <i>Buckinghamia celcissima, Macadamia whelanii</i> [PROTEACEAE]; <i>Psydrax odorata</i> [RUBIACEAE]; and <i>Melicope elleryana, M. platynema</i> [RUTACEAE]
1065=	1	adults also occurring on flowers of: <i>Angophora hispida, Baeckea stenophylla, Corymbia polycarpa, Eucalyptus acmenioides, E. ochrophloia, Leptospermum flavescens</i>, other undetermined <i>Leptospermum</i> sp., Syzygium floribundum [MYRTACEAE]; <i>Bursaria spinosa, Bursaria</i> sp. [PITTOSPORACEAE]; and <i>Homalium brachybotrys</i> [SALICACEAE]
1065=	1	adults also occurring on flowers of: <i>Baeckea</i> sp., <i>Kunzea</i> sp., <i>Leptospermum</i> sp.,<i>Syzigium</i> [MYRTACEAE]; <i>Cassinia</i> sp./spp. [ASTERACEAE]; and <i>Ceratopetalum</i> sp. [CUNONIACEAE];
1065=	1	adults also occurring on flowers of: <i>Cassinia aureonitens, C. compacta, Cassinia spp., Olearia spp., Ozothamnus diosmifolius, O. ferrugineus O. ?thyrsoideus</i> [ASTERACEAE]; and <i>Bursaria spinosa, Callistemon</i> spp., <i>Kunzea ambigua, Leptospermum lanigerum, L. morrisonii, Leptospermum</i> spp. [MYRTACEAE]
1065=	1	adults also occurring on flowers of: <i>Cassinia uncata</i> [ASTERACEAE]; <i>Angophora hispida, Eucalyptus sp., Kunzea ambigua, Leptospermum flavescens, L. grandifolum L. juniperinum, L. polygalifolium, Leptospermum</i>  sp. [MYRTACEAE]; <i>Bursaria spinosa</i> [PITTOSPORACEAE]; and <i>Xanthorrhoea minor</i> [XANTHORRHOEACEAE]
1065=	1	adults also occurring on flowers of: <i>Cassinia</i> sp., <i>Ozothamnus ferrugineus</i> [ASTERACEAE]; <i>Angophora hispida, Baeckea spp., Eucalyptus sp., Harmogia densifolia, Kunzea ambigua, Leptospermum morrisonii, L. polygalifolium, L. trinervium, Leptospermum</i> sp. [MYRTACEAE]; and <i>Bursaria spinosa</i> [PITTOSPORACEAE]
1065=	1	adults also occurring on flowers of: <i>Phyllota phylicoides</i> [FABACEAE]; <i>Eucalyptus sp., Kunzea ambigua, K. ericoides, Leptospermum flavescens, L. parvifolium, L. trinervium, Leptospermum sp., Syzigium smithii</i> [MYRTACEAE]; and <i>Pimelea</i> sp. [THYMELAEACEAE]
1065=	1	adults also occurring on flowers or foliage of <i>Leptospermum polygalifolium</i>, other undetermined <i>Leptospermum</i> sp. [MYRTACEAE], <i>Banksia ericifoliia, B. marginata, B. serrata, B. spinulosa</i> and other undetermined <i>Banksia</i> spp. [PROTEACEAE]
1065=	1	adults also occurring on flowers or foliage of undetermined <i>Eucalyptus</i> spp., <i>Leptospermum</i> spp. <i>Melaleuca</i> spp. [MYRTACEAE], <i>Hakea</i> spp. [PROTEACEAE] and Giant Yellow Everlasting [ASTERACEAE]
1065=	1	adults also occurring on foliage of <i>Cassia eremophila</i> [FABACEAE]
1065=	1	adults also occurring on foliage of <i>Chamelaucium</i> spp., <i>Eucalyptus</i> spp., <i>Kunzea</i> sp. [MYRTACEAE] & <i>Xanthorrhoea</i> spp. [XANTHORRHOEACEAE]
1065=	1	adults also occurring on foliage of <i>Dillwynia floribunda</i> var. <i>teretifolia</i> [FABACEAE]
1065=	1	adults also occurring on foliage of <i>Leucopogon</i> sp. [ERICACEAE], <i>Gastrolobium spinosum</i> and <i>Mirbelia seorsifolia</i> [FABACEAE]
1065=	1	adults also occurring on foliage of <i>Schizomeria ovata</i> [CUNONIACEAE], <i>Syzygium floribundum</i>, <i>S. smithii</i> [MYRTACEAE], <i>Podocarpus elatus</i> [PODOCARPACEAE], <i>Acronychia</i> sp. [RUTACEAE] & <i>Heritiera actinophylla</i> [STERCULIACEAE]
1065=	1	adults also occurring on foliage of other undetermined <i>Acacia</i> sp.
1065=	1	adults also occurring on leaves of <i>Acacia</i> sp., <i>Daviesia</i> sp., <i>Gompholobium</i> sp., <i>Jacksonia</i> spp., <i>Mirbelia</i> sp. [FABACEAE], <i>Nuytsia</i> sp. [LORANTHACEAE], <i>Eucalyptus</i> sp., <i>Melaleuca</i> sp. [MYRTACEAE], <i>Adenanthos</i> sp., <i>Hakea</i> sp. [PROTEACEAE], and <i>Xanthorrhoea preissii</i> [XANTHORRHOEACEAE]
1065=	1	adults also occurring on leaves of <i>Corymbia tesselaris</i> [MYRTACEAE]
1065=	1	adults also occurring on mallee species and other myrtaceous shrubs [MYRTACEAE]
1065=	1	adults also occurring on of <i>Leptospermum morrisonii</i> and <i>L. polygalifolium</i>
1065=	1	adults also occurring on other undetermined <i>Banksia</i> spp.
1065=	1	adults also occurring on other undetermined <i>Eucalyptus</i> sp.
1065=	1	adults also occurring on other undetermined <i>Leptospermum</i> sp.
1065=	1	adults also occurring on other undetermined <i>Leptospermum</i> sp. and <i>Helichrysum</i> sp. [ASTERACEAE]
1065=	1	adults also occurring on other undetermined thin-leaved <i>Acacia</i> sp.
1065=	1	adults also occurring on undetermined <i>Baeckea</i> sp.
1065=	1	adults also occurring on undetermined <i>Leptospermum</i> spp. and Paper-Bark, <i>Melaleuca</i> spp.
1065=	1	adults also recorded as emerging ex. <i>Alectryon coriaceus</i> and <i>Guioa semiglauca</i> [SAPINDACEAE]
1065=	1	adults also recorded as emerging ex. dead <i>Acacia</i> trunk [FABACEAE]
1065=	1	adults also recorded as feeding on flowers of and mating on <i>Eucalyptus uncinata</i>
1065=	1	adults also recorded as feeding on leaves of various sedges [CYPERACEAE]
1065=	1	adults also recorded as occurring on branches of <i>Eucalyptus</i> spp.
1065=	1	adults also recorded as occurring on flowers of <i>Baeckea</i> sp. and <i>Leptospermum</i> spp. [MYRTACEAE]
1065=	1	adults also recorded as occurring on flowers of undetermined <i>Leptospermum</i> sp.
1065=	1	adults also recorded as occurring on foliage of dying <i>Eucalyptus</i> spp. [MYRTACEAE]
1065=	1	adults also recorded as occurring on other undetermined <i>Leptospermum</i> sp
1065=	1	adults also recorded from flowers of <i>Geissois biagiana</i> [CUNONIACEAE]
1065=	1	adults occurring on flowers and foliage of <I>Gahnia erythrocarpa</i> [CYPERACEAE], <i>Bossiaea eriocarpa</i> Benth., <i>Daviesia latifolia, Dillwynia brunioides, D. floribunda, D. retorta, D. sericea, Jacksonia scoparia, Phyllota phylicoides, Pultenaea elliptica, P. villosa</i> [FABACEAE], <i>Baeckea</i> sp., <i>Leptospermum brevipes, Leptospermum</i> sp. [MYRTACEAE] and <i>Xanthorrhoea johnsonii</i> [XANTHORRHOEACEAE]; adults further recorded as feeding on flower petals of <i>Daviesia corymbosa</i> var. <i>virgata, Dillwynia retorta</i> and <i>Pultenaea subternata</i> [FABACEAE]
1065=	1	adults occurring on foliage
1065=	1	adults occurring on foliage of other undetermined <i>Acacia</i> sp. & also <i>Angophora</i> sp. [MYRTACEAE]
1065=	1	adults occurring on narrow-leaved spp.
1065=	1	adults on foliage
1065=	1	adults on undetermined <i>Casuarina</i> sp.
1065=	1	adults ovipositing on <i>Calothamnus</i> sp. & also occurring on <i>Acacia calamifolia</i> [FABACEAE]
1065=	1	adults recorded as emerging from this species
1065=	1	adults recorded as feeding on a range of plants, including leaves of <i>C. tessellaris</i>, foliage of <i>Eucalyptus</i> spp., <i>Leptospermum scoparium</i> [MYRTACEAE], on fruiting <i>Crataegus monogyna</i> [ROSACEAE] & on seedlings of <i>Taraxacum officinale</i> [ASTERACEAE]
1065=	1	adults recorded as occurring on dead branches of <i>Eucalyptus</i> sp.
1065=	1	adults recorded as occurring on flowers
1065=	1	adults recorded as occurring on foliage of 'common wattle bushes'
1065=	1	adults recorded as occurring on senescing foliage
1065=	1	adults recorded ovipositing on fallen trunk of <i>C. apetalum</i> & also occurring on foliage of <i>Acacia</i> sp. [FABACEAE] & <i>Syzygium</i> sp. [MYRTACEAE]
1065=	1	adutls also occurring on flowers of <i>Corymbia tessalaris</i> [MYRTACEAE]
1065=	1	also as <i>Miniopteris schreibersi blepotis</i>
1065=	1	also occurring on flowers of <i>Melaleuca</i> sp. [MYRTACEAE]
1065=	1	also occurring on foliage of <i>Alphitonia petriei</i>
1065=	1	also occurring on foliage of undetermined <i>Eucalyptus</i> spp. [MYRTACEAE] and <i>Grevillea</i> sp. [PROTEACEAE]
1065=	1	also recorded as feeding on flowers of <i>Eucalyptus uncinata</i>
1065=	1	antibodies (DT)
1065=	1	as "'native cat' <i>Dasyurus</i> spec. (D. viverrinus SHAW.)" but this species does not occur in N Qld
1065=	1	as <em>Chrysophrys auratus</em> (Forster, 1801)
1065=	1	as <em>Halmaturus dorsalis</em>
1065=	1	as <em>Macropus major</em>
1065=	1	as <em>Protemnodon elegans</em> Lambert
1065=	1	as <i>Achlyopa nigra</i>
1065=	1	as <i>Ardetta</i>
1065=	1	as <i>Brassica oleracea</i> var. <i>capitata</i> : QLD – Eight Mile Plain
1065=	1	as <i>Cacatua roseicapilla</i>
1065=	1	as <i>Canthium oleifolium</i>
1065=	1	as <i>Casmerodius</i>
1065=	1	as <i>Dacelo gigas</i>
1065=	1	as <i>Demigretta sacra</i>
1065=	1	as <i>Egernia major</i>
1065=	1	as <i>Egernia major</i>; blood
1065=	1	as <i>Fragaria</i> x <i>ananass</i> : QLD – Brisbane, Lutwyche, Nousavale, Thornlands
1065=	1	as <i>Fragaria</i> x <i>ananassa</i> : NSW – Gosford, Austral, Schofields, Oakville; QLD – Beerwah, Nambour; VIC – Silvan
1065=	1	as <i>Fragaria</i> x <i>ananassa</i> : QLD – Salisbury
1065=	1	as <i>Fragaria</i> x <i>ananassa</i> : VIC – Narre Warren; WA – Kelmscott
1065=	1	as <i>Imperata cylindrica</i> var <i>major</i> : NSW – Harwood 
1065=	1	as <i>Imperata cylindrica</i> var. <i>major</i> : QLD – Nambour 
1065=	1	as <i>Litoria alboguttata</i>
1065=	1	as <i>Macrobrachium rosenbergiii</i>; on gill lamellae
1065=	1	as <i>Macropus melanops</i>
1065=	1	as <i>Macropus uslabatus</i>
1065=	1	as <i>Prunus persica</i> var <i>persica</i>
1065=	1	as <i>Prunus persica</i> var <i>persica</i> : NSW – Sydney, MIA
1065=	1	as <i>Prunus persica</i> var <i>persica</i>. NSW – Sydney
1065=	1	as <i>Prunus persica</i> var. <i>persica</i> : NSW – Penrith ; NSW – Glenorie, Bathurst-Orange, Blackheath, Castle Hill; QLD – Nambour, Caboolture 
1065=	1	as <i>Prunus persica</i> var. <i>persica</i> : QLD – Lyra
1065=	1	as <i>Prunus persica</i> var. <i>persica</i> NSW – MIA ; QLD – Amiens
1065=	1	as <i>Pteropus gouldi</i>
1065=	1	as <i>Salmo gairdneri</i>; gills
1065=	1	as <i>Salmo gairdneri</i>; syn. <i>S. irideus</i>; body surface, fins
1065=	1	as <i>Varanus bellii</i> Dumeril & Bibron, 1839; blood
1065=	1	as L. serrata and L. dingoensis
1065=	1	biological agent
1065=	1	cDNA
1065=	1	captive animal
1065=	1	captive record
1065=	1	cf burtoni
1065=	1	confirmed as host of type species by Cassis & Symonds (2013: 64)
1065=	1	cultivar 'Robyn Gordon'
1065=	1	dubious host record
1065=	1	ectoparasitic
1065=	1	ex fins (pelvic, anal, soft dorsal)
1065=	1	ex. seed capsules
1065=	1	for PNG
1065=	1	from Indooroopilly, Qld (AMNH 187)
1065=	1	from brain  
1065=	1	from brain & cerebrospinal fluid  
1065=	1	from brain of zoo animal, within Australia
1065=	1	from cloaca of adults and tadpoles
1065=	1	from colon & faeces
1065=	1	from eye
1065=	1	from gills of wild & experimental animals & PCR
1065=	1	from gut
1065=	1	from gut & faeces.
1065=	1	from gut, liver & faeces
1065=	1	from intestines
1065=	1	from intestines  
1065=	1	from intestines of adults & tadpoles
1065=	1	from intestines of tadpoles
1065=	1	from intestines of tadpoles  
1065=	1	from mouth
1065=	1	from stomach of captive animal  
1065=	1	from the peritoneal cavity
1065=	1	gill lamellae
1065=	1	gills, kidneys, skin, swim bladder, stomach, intestines, liver and spleen
1065=	1	haemocoel, Malpighian tubules
1065=	1	host originally recorded as <em>Rhynchobatus djiddensis</em> Forsskål, 1775, but this name now applies to a species found only in the Western Indian Ocean; re-examination of Australian host material is needed to determine its new name
1065=	1	host originally recorded as <em>Rhynchobatus djiddensis</em> Forsskål, 1775, but this name now applies to a species found only in the Western Indian Ocean; re-examination of host material is needed to determine its new name 
1065=	1	host originally recorded as <em>Rhynchobatus djiddensis</em> Forsskål, 1775, but this name now applies to a species found only in the Western Indian Ocean; re-examination of host material is needed to determine the new host name
1065=	1	identification of host uncertain with larvae alternately occurring in <i>Casuarina glauca</i>
1065=	1	in Vic.
1065=	1	in deep-water corals
1065=	1	in nest
1065=	1	in northern Qld (probably <i>Dasyurus hallucatus</i>)
1065=	1	in small intestine
1065=	1	in the heart
1065=	1	in the small intestine (WL N4503, 5313)
1065=	1	larvae also found to occur in <i>Barringtonia calyptrata</i> [LECYTHIDACEAE]
1065=	1	larvae also in Eucalyptus baxteri, E. goniocalyx, E. haemastoma, E. obliqua, E. saligna, other undetermined Eucalyptus sp. & Metrosideros sp. [MYRTACEAE]
1065=	1	larvae also occurring in <i>A. leiocalyx</i>, <i>A. shirleyi</i> and other undetermined <i>Acacia</i> sp.
1065=	1	larvae also occurring in <i>Acacia cyclops</i> [FABACEAE]
1065=	1	larvae also occurring in <i>Acacia leiocalyx</i> and other undetermined <i>Acacia</i> sp. [FABACEAE]
1065=	1	larvae also occurring in <i>Acacia mucronata</i>
1065=	1	larvae also occurring in <i>Acacia mucronata</i> and <i>A. sophorae</i>
1065=	1	larvae also occurring in <i>Acacia ulicifolia</i>
1065=	1	larvae also occurring in <i>Allocasuarina torulosa</i> & <i>A. verticillata</i>
1065=	1	larvae also occurring in <i>Alphitonia petriei</i> [RHAMNACEAE]
1065=	1	larvae also occurring in <i>Argyrodendron peralatum</i> [STERCULIACEAE]
